node_id	type	name	gender/genres	age	job
936	user	prince	M	48	educator
937	user	hester	F	38	technician
938	user	cathryn	F	26	student
939	user	maria	M	32	administrator
940	user	lenard	M	20	student
941	user	bridgett	F	48	librarian
942	user	chang	M	22	student
943	movie	Toy Story (1995)	animation;children's;comedy
944	movie	GoldenEye (1995)	action;adventure;thriller
945	movie	Four Rooms (1995)	thriller
946	movie	Get Shorty (1995)	action;comedy;drama
947	movie	Copycat (1995)	crime;drama;thriller
948	movie	Shanghai Triad (Yao a yao yao dao waipo qiao) (1995)	drama
949	movie	Twelve Monkeys (1995)	drama;sci-fi
950	movie	Babe (1995)	children's;comedy;drama
951	movie	Dead Man Walking (1995)	drama
952	movie	Richard III (1995)	drama;war
953	movie	Seven (Se7en) (1995)	crime;thriller
954	movie	Usual Suspects, The (1995)	crime;thriller
955	movie	Mighty Aphrodite (1995)	comedy
956	movie	Postino, Il (1994)	drama;romance
957	movie	Mr. Holland's Opus (1995)	drama
958	movie	French Twist (Gazon maudit) (1995)	comedy;romance
959	movie	From Dusk Till Dawn (1996)	action;comedy;crime;horror;thriller
960	movie	White Balloon, The (1995)	drama
961	movie	Antonia's Line (1995)	drama
962	movie	Angels and Insects (1995)	drama;romance
963	movie	Muppet Treasure Island (1996)	action;adventure;comedy;musical;thriller
964	movie	Braveheart (1995)	action;drama;war
965	movie	Taxi Driver (1976)	drama;thriller
966	movie	Rumble in the Bronx (1995)	action;adventure;crime
967	movie	Birdcage, The (1996)	comedy
968	movie	Brothers McMullen, The (1995)	comedy
969	movie	Bad Boys (1995)	action
970	movie	Apollo 13 (1995)	action;drama;thriller
971	movie	Batman Forever (1995)	action;adventure;comedy;crime
972	movie	Belle de jour (1967)	drama
973	movie	Crimson Tide (1995)	drama;thriller;war
974	movie	Crumb (1994)	documentary
975	movie	Desperado (1995)	action;romance;thriller
976	movie	Doom Generation, The (1995)	comedy;drama
977	movie	Free Willy 2: The Adventure Home (1995)	adventure;children's;drama
978	movie	Mad Love (1995)	drama;romance
979	movie	Nadja (1994)	drama
980	movie	Net, The (1995)	sci-fi;thriller
981	movie	Strange Days (1995)	action;crime;sci-fi
982	movie	To Wong Foo, Thanks for Everything! Julie Newmar (1995)	comedy
983	movie	Billy Madison (1995)	comedy
984	movie	Clerks (1994)	comedy
985	movie	Disclosure (1994)	drama;thriller
986	movie	Dolores Claiborne (1994)	drama;thriller
987	movie	Eat Drink Man Woman (1994)	comedy;drama
988	movie	Exotica (1994)	drama
989	movie	Ed Wood (1994)	comedy;drama
990	movie	Hoop Dreams (1994)	documentary
991	movie	I.Q. (1994)	comedy;romance
992	movie	Star Wars (1977)	action;adventure;romance;sci-fi;war
993	movie	Legends of the Fall (1994)	drama;romance;war;western
994	movie	Madness of King George, The (1994)	drama
995	movie	Natural Born Killers (1994)	action;thriller
996	movie	Outbreak (1995)	action;drama;thriller
997	movie	Professional, The (1994)	crime;drama;romance;thriller
998	movie	Pulp Fiction (1994)	crime;drama
999	movie	Priest (1994)	drama
1000	movie	Quiz Show (1994)	drama
1001	movie	Three Colors: Red (1994)	drama
1002	movie	Three Colors: Blue (1993)	drama
1003	movie	Three Colors: White (1994)	drama
1004	movie	Stargate (1994)	action;adventure;sci-fi
1005	movie	Santa Clause, The (1994)	children's;comedy
1006	movie	Shawshank Redemption, The (1994)	drama
1007	movie	What's Eating Gilbert Grape (1993)	comedy;drama
1008	movie	While You Were Sleeping (1995)	comedy;romance
1009	movie	Ace Ventura: Pet Detective (1994)	comedy
1010	movie	Crow, The (1994)	action;romance;thriller
1011	movie	Forrest Gump (1994)	comedy;romance;war
1012	movie	Four Weddings and a Funeral (1994)	comedy;romance
1013	movie	Lion King, The (1994)	animation;children's;musical
1014	movie	Mask, The (1994)	comedy;crime;fantasy
1015	movie	Maverick (1994)	action;comedy;western
1016	movie	Faster Pussycat! Kill! Kill! (1965)	action;comedy;drama
1017	movie	Brother Minister: The Assassination of Malcolm X (1994)	documentary
1018	movie	Carlito's Way (1993)	crime;drama
1019	movie	Firm, The (1993)	drama;thriller
1020	movie	Free Willy (1993)	adventure;children's;drama
1021	movie	Fugitive, The (1993)	action;thriller
1022	movie	Hot Shots! Part Deux (1993)	action;comedy;war
1023	movie	Hudsucker Proxy, The (1994)	comedy;romance
1024	movie	Jurassic Park (1993)	action;adventure;sci-fi
1025	movie	Much Ado About Nothing (1993)	comedy;romance
1026	movie	Robert A. Heinlein's The Puppet Masters (1994)	horror;sci-fi
1027	movie	Ref, The (1994)	comedy
1028	movie	Remains of the Day, The (1993)	drama
1029	movie	Searching for Bobby Fischer (1993)	drama
1030	movie	Sleepless in Seattle (1993)	comedy;romance
1031	movie	Blade Runner (1982)	film-noir;sci-fi
1032	movie	So I Married an Axe Murderer (1993)	comedy;romance;thriller
1033	movie	Nightmare Before Christmas, The (1993)	children's;comedy;musical
1034	movie	True Romance (1993)	action;crime;romance
1035	movie	Welcome to the Dollhouse (1995)	comedy;drama
1036	movie	Home Alone (1990)	children's;comedy
1037	movie	Aladdin (1992)	animation;children's;comedy;musical
1038	movie	Terminator 2: Judgment Day (1991)	action;sci-fi;thriller
1039	movie	Dances with Wolves (1990)	adventure;drama;western
1040	movie	Silence of the Lambs, The (1991)	drama;thriller
1041	movie	Snow White and the Seven Dwarfs (1937)	animation;children's;musical
1042	movie	Fargo (1996)	crime;drama;thriller
1043	movie	Heavy Metal (1981)	action;adventure;animation;horror;sci-fi
1044	movie	Aristocats, The (1970)	animation;children's
1045	movie	All Dogs Go to Heaven 2 (1996)	animation;children's;musical
1046	movie	Theodore Rex (1995)	comedy
1047	movie	Sgt. Bilko (1996)	comedy
1048	movie	Diabolique (1996)	drama;thriller
1049	movie	Moll Flanders (1996)	drama
1050	movie	Kids in the Hall: Brain Candy (1996)	comedy
1051	movie	Mystery Science Theater 3000: The Movie (1996)	comedy;sci-fi
1052	movie	Operation Dumbo Drop (1995)	action;adventure;comedy;war
1053	movie	Truth About Cats & Dogs, The (1996)	comedy;romance
1054	movie	Flipper (1996)	adventure;children's
1055	movie	Horseman on the Roof, The (Hussard sur le toit, Le) (1995)	drama
1056	movie	Wallace & Gromit: The Best of Aardman Animation (1996)	animation
1057	movie	Haunted World of Edward D. Wood Jr., The (1995)	documentary
1058	movie	Cold Comfort Farm (1995)	comedy
1059	movie	Rock, The (1996)	action;adventure;thriller
1060	movie	Twister (1996)	action;adventure;thriller
1061	movie	Maya Lin: A Strong Clear Vision (1994)	documentary
1062	movie	Striptease (1996)	comedy;crime
1063	movie	Independence Day (ID4) (1996)	action;sci-fi;war
1064	movie	Cable Guy, The (1996)	comedy
1065	movie	Frighteners, The (1996)	comedy;horror
1066	movie	Lone Star (1996)	drama;mystery
1067	movie	Phenomenon (1996)	drama;romance
1068	movie	Spitfire Grill, The (1996)	drama
1069	movie	Godfather, The (1972)	action;crime;drama
1070	movie	Supercop (1992)	action;thriller
1071	movie	Bound (1996)	crime;drama;romance;thriller
1072	movie	Kansas City (1996)	crime
1073	movie	Breakfast at Tiffany's (1961)	drama;romance
1074	movie	Wizard of Oz, The (1939)	adventure;children's;drama;musical
1075	movie	Gone with the Wind (1939)	drama;romance;war
1076	movie	Citizen Kane (1941)	drama
1077	movie	2001: A Space Odyssey (1968)	drama;mystery;sci-fi;thriller
1078	movie	Mr. Smith Goes to Washington (1939)	drama
1079	movie	Big Night (1996)	drama
1080	movie	D3: The Mighty Ducks (1996)	children's;comedy
1081	movie	Love Bug, The (1969)	children's;comedy
1082	movie	Homeward Bound: The Incredible Journey (1993)	adventure;children's
1083	movie	20,000 Leagues Under the Sea (1954)	adventure;children's;fantasy;sci-fi
1084	movie	Bedknobs and Broomsticks (1971)	adventure;children's;musical
1085	movie	Sound of Music, The (1965)	musical
1086	movie	Die Hard (1988)	action;thriller
1087	movie	Lawnmower Man, The (1992)	action;sci-fi;thriller
1088	movie	Unhook the Stars (1996)	drama
1089	movie	Long Kiss Goodnight, The (1996)	action;thriller
1090	movie	Ghost and the Darkness, The (1996)	action;adventure
1091	movie	Jude (1996)	drama
1092	movie	Swingers (1996)	comedy;drama
1093	movie	Willy Wonka and the Chocolate Factory (1971)	adventure;children's;comedy
1094	movie	Sleeper (1973)	comedy;sci-fi
1095	movie	Fish Called Wanda, A (1988)	comedy
1096	movie	Monty Python's Life of Brian (1979)	comedy
1097	movie	Dirty Dancing (1987)	musical;romance
1098	movie	Reservoir Dogs (1992)	crime;thriller
1099	movie	Platoon (1986)	drama;war
1100	movie	Weekend at Bernie's (1989)	comedy
1101	movie	Basic Instinct (1992)	mystery;thriller
1102	movie	Glengarry Glen Ross (1992)	drama
1103	movie	Top Gun (1986)	action;romance
1104	movie	On Golden Pond (1981)	drama
1105	movie	Return of the Pink Panther, The (1974)	comedy
1106	movie	Abyss, The (1989)	action;adventure;sci-fi;thriller
1107	movie	Jean de Florette (1986)	drama
1108	movie	Manon of the Spring (Manon des sources) (1986)	drama
1109	movie	Private Benjamin (1980)	comedy
1110	movie	Monty Python and the Holy Grail (1974)	comedy
1111	movie	Wrong Trousers, The (1993)	animation;comedy
1112	movie	Cinema Paradiso (1988)	comedy;drama;romance
1113	movie	Delicatessen (1991)	comedy;sci-fi
1114	movie	Empire Strikes Back, The (1980)	action;adventure;drama;romance;sci-fi;war
1115	movie	Princess Bride, The (1987)	action;adventure;comedy;romance
1116	movie	Raiders of the Lost Ark (1981)	action;adventure
1117	movie	Brazil (1985)	sci-fi
1118	movie	Aliens (1986)	action;sci-fi;thriller;war
1119	movie	Good, The Bad and The Ugly, The (1966)	action;western
1120	movie	12 Angry Men (1957)	drama
1121	movie	Clockwork Orange, A (1971)	sci-fi
1122	movie	Apocalypse Now (1979)	drama;war
1123	movie	Return of the Jedi (1983)	action;adventure;romance;sci-fi;war
1124	movie	GoodFellas (1990)	crime;drama
1125	movie	Alien (1979)	action;horror;sci-fi;thriller
1126	movie	Army of Darkness (1993)	action;adventure;comedy;horror;sci-fi
1127	movie	Psycho (1960)	horror;romance;thriller
1128	movie	Blues Brothers, The (1980)	action;comedy;musical
1129	movie	Godfather: Part II, The (1974)	action;crime;drama
1130	movie	Full Metal Jacket (1987)	action;drama;war
1131	movie	Grand Day Out, A (1992)	animation;comedy
1132	movie	Henry V (1989)	drama;war
1133	movie	Amadeus (1984)	drama;mystery
1134	movie	Raging Bull (1980)	drama
1135	movie	Right Stuff, The (1983)	drama
1136	movie	Sting, The (1973)	comedy;crime
1137	movie	Terminator, The (1984)	action;sci-fi;thriller
1138	movie	Dead Poets Society (1989)	drama
1139	movie	Graduate, The (1967)	drama;romance
1140	movie	Nikita (La Femme Nikita) (1990)	thriller
1141	movie	Bridge on the River Kwai, The (1957)	drama;war
1142	movie	Shining, The (1980)	horror
1143	movie	Evil Dead II (1987)	action;adventure;comedy;horror
1144	movie	Groundhog Day (1993)	comedy;romance
1145	movie	Unforgiven (1992)	western
1146	movie	Back to the Future (1985)	comedy;sci-fi
1147	movie	Patton (1970)	drama;war
1148	movie	Akira (1988)	adventure;animation;sci-fi;thriller
1149	movie	Cyrano de Bergerac (1990)	action;drama;romance
1150	movie	Young Frankenstein (1974)	comedy;horror
1151	movie	This Is Spinal Tap (1984)	comedy;drama;musical
1152	movie	Indiana Jones and the Last Crusade (1989)	action;adventure
1153	movie	M*A*S*H (1970)	comedy;war
1154	movie	Unbearable Lightness of Being, The (1988)	drama
1155	movie	Room with a View, A (1986)	drama;romance
1156	movie	Pink Floyd - The Wall (1982)	drama;musical;war
1157	movie	Field of Dreams (1989)	drama
1158	movie	When Harry Met Sally... (1989)	comedy;romance
1159	movie	Bram Stoker's Dracula (1992)	horror;romance
1160	movie	Cape Fear (1991)	thriller
1161	movie	Nightmare on Elm Street, A (1984)	horror
1162	movie	Mirror Has Two Faces, The (1996)	comedy;romance
1163	movie	Breaking the Waves (1996)	drama
1164	movie	Star Trek: First Contact (1996)	action;adventure;sci-fi
1165	movie	Sling Blade (1996)	drama;thriller
1166	movie	Ridicule (1996)	drama
1167	movie	101 Dalmatians (1996)	children's;comedy
1168	movie	Die Hard 2 (1990)	action;thriller
1169	movie	Star Trek VI: The Undiscovered Country (1991)	action;adventure;sci-fi
1170	movie	Star Trek: The Wrath of Khan (1982)	action;adventure;sci-fi
1171	movie	Star Trek III: The Search for Spock (1984)	action;adventure;sci-fi
1172	movie	Star Trek IV: The Voyage Home (1986)	action;adventure;sci-fi
1173	movie	Batman Returns (1992)	action;adventure;comedy;crime
1174	movie	Young Guns (1988)	action;comedy;western
1175	movie	Under Siege (1992)	action
1176	movie	Jaws (1975)	action;horror
1177	movie	Mars Attacks! (1996)	action;comedy;sci-fi;war
1178	movie	Citizen Ruth (1996)	comedy;drama
1179	movie	Jerry Maguire (1996)	drama;romance
1180	movie	Raising Arizona (1987)	comedy
1181	movie	Sneakers (1992)	crime;drama;sci-fi
1182	movie	Beavis and Butt-head Do America (1996)	animation;comedy
1183	movie	Last of the Mohicans, The (1992)	action;romance;war
1184	movie	Kolya (1996)	comedy
1185	movie	Jungle2Jungle (1997)	children's;comedy
1186	movie	Smilla's Sense of Snow (1997)	action;drama;thriller
1187	movie	Devil's Own, The (1997)	action;drama;thriller;war
1188	movie	Chasing Amy (1997)	drama;romance
1189	movie	Turbo: A Power Rangers Movie (1997)	action;adventure;children's
1190	movie	Grosse Pointe Blank (1997)	comedy;crime
1191	movie	Austin Powers: International Man of Mystery (1997)	comedy
1192	movie	Fifth Element, The (1997)	action;sci-fi
1193	movie	Shall We Dance? (1996)	comedy
1194	movie	Lost World: Jurassic Park, The (1997)	action;adventure;sci-fi;thriller
1195	movie	Pillow Book, The (1995)	drama;romance
1196	movie	Batman & Robin (1997)	action;adventure;crime
1197	movie	My Best Friend's Wedding (1997)	comedy;romance
1198	movie	When the Cats Away (Chacun cherche son chat) (1996)	comedy;romance
1199	movie	Men in Black (1997)	action;adventure;comedy;sci-fi
1200	movie	Contact (1997)	drama;sci-fi
1201	movie	George of the Jungle (1997)	children's;comedy
1202	movie	Event Horizon (1997)	action;mystery;sci-fi;thriller
1203	movie	Air Bud (1997)	children's;comedy
1204	movie	In the Company of Men (1997)	drama
1205	movie	Steel (1997)	action
1206	movie	Mimic (1997)	sci-fi;thriller
1207	movie	Hunt for Red October, The (1990)	action;thriller
1208	movie	Kull the Conqueror (1997)	action;adventure
1209	movie	unknown	unknown
1210	movie	Chasing Amy (1997)	drama;romance
1211	movie	Full Monty, The (1997)	comedy
1212	movie	Gattaca (1997)	drama;sci-fi;thriller
1213	movie	Starship Troopers (1997)	action;adventure;sci-fi;war
1214	movie	Good Will Hunting (1997)	drama
1215	movie	Heat (1995)	action;crime;thriller
1216	movie	Sabrina (1995)	comedy;romance
1217	movie	Sense and Sensibility (1995)	drama;romance
1218	movie	Leaving Las Vegas (1995)	drama;romance
1219	movie	Restoration (1995)	drama
1220	movie	Bed of Roses (1996)	drama;romance
1221	movie	Once Upon a Time... When We Were Colored (1995)	drama
1222	movie	Up Close and Personal (1996)	drama;romance
1223	movie	River Wild, The (1994)	action;thriller
1224	movie	Time to Kill, A (1996)	drama
1225	movie	Emma (1996)	drama;romance
1226	movie	Tin Cup (1996)	comedy;romance
1227	movie	Secrets & Lies (1996)	drama
1228	movie	English Patient, The (1996)	drama;romance;war
1229	movie	Marvin's Room (1996)	drama
1230	movie	Scream (1996)	horror;thriller
1231	movie	Evita (1996)	drama;musical
1232	movie	Fierce Creatures (1997)	comedy
1233	movie	Absolute Power (1997)	mystery;thriller
1234	movie	Rosewood (1997)	drama
1235	movie	Donnie Brasco (1997)	crime;drama
1236	movie	Liar Liar (1997)	comedy
1237	movie	Breakdown (1997)	action;thriller
1238	movie	Promesse, La (1996)	drama
1239	movie	Ulee's Gold (1997)	drama
1240	movie	Face/Off (1997)	action;sci-fi;thriller
1241	movie	Hoodlum (1997)	crime;drama;film-noir
1242	movie	Air Force One (1997)	action;thriller
1243	movie	In & Out (1997)	comedy
1244	movie	L.A. Confidential (1997)	crime;film-noir;mystery;thriller
1245	movie	Ulee's Gold (1997)	drama
1246	movie	Fly Away Home (1996)	adventure;children's
1247	movie	Ice Storm, The (1997)	drama
1248	movie	Mrs. Brown (Her Majesty, Mrs. Brown) (1997)	drama;romance
1249	movie	Devil's Advocate, The (1997)	crime;horror;mystery;thriller
1250	movie	FairyTale: A True Story (1997)	children's;drama;fantasy
1251	movie	Deceiver (1997)	crime
1252	movie	Rainmaker, The (1997)	drama
1253	movie	Wings of the Dove, The (1997)	drama;romance;thriller
1254	movie	Midnight in the Garden of Good and Evil (1997)	comedy;crime;drama;mystery
1255	movie	Titanic (1997)	action;drama;romance
1256	movie	3 Ninjas: High Noon At Mega Mountain (1998)	action;children's
1257	movie	Apt Pupil (1998)	drama;thriller
1258	movie	As Good As It Gets (1997)	comedy;drama
1259	movie	In the Name of the Father (1993)	drama
1260	movie	Schindler's List (1993)	drama;war
1261	movie	Everyone Says I Love You (1996)	comedy;musical;romance
1262	movie	Paradise Lost: The Child Murders at Robin Hood Hills (1996)	documentary
1263	movie	Mother (1996)	comedy
1264	movie	Murder at 1600 (1997)	mystery;thriller
1265	movie	Dante's Peak (1997)	action;thriller
1266	movie	Lost Highway (1997)	mystery
1267	movie	Crash (1996)	drama;thriller
1268	movie	G.I. Jane (1997)	action;drama;war
1269	movie	Cop Land (1997)	crime;drama;mystery
1270	movie	Conspiracy Theory (1997)	action;mystery;romance;thriller
1271	movie	Desperate Measures (1998)	crime;drama;thriller
1272	movie	187 (1997)	drama
1273	movie	Edge, The (1997)	adventure;thriller
1274	movie	Kiss the Girls (1997)	crime;drama;thriller
1275	movie	Game, The (1997)	mystery;thriller
1276	movie	U Turn (1997)	action;crime;mystery
1277	movie	How to Be a Player (1997)	comedy
1278	movie	Playing God (1997)	crime;thriller
1279	movie	House of Yes, The (1997)	comedy;drama;thriller
1280	movie	Bean (1997)	comedy
1281	movie	Mad City (1997)	action;drama
1282	movie	Boogie Nights (1997)	drama
1283	movie	Critical Care (1997)	comedy
1284	movie	Man Who Knew Too Little, The (1997)	comedy;mystery
1285	movie	Alien: Resurrection (1997)	action;horror;sci-fi
1286	movie	Apostle, The (1997)	drama
1287	movie	Deconstructing Harry (1997)	comedy;drama
1288	movie	Jackie Brown (1997)	crime;drama
1289	movie	Wag the Dog (1997)	comedy;drama
1290	movie	Desperate Measures (1998)	crime;drama;thriller
1291	movie	Hard Rain (1998)	action;thriller
1292	movie	Fallen (1998)	action;mystery;thriller
1293	movie	Prophecy II, The (1998)	horror
1294	movie	Spice World (1997)	comedy;musical
1295	movie	Deep Rising (1998)	action;horror;sci-fi
1296	movie	Wedding Singer, The (1998)	comedy;romance
1297	movie	Sphere (1998)	adventure;sci-fi;thriller
1298	movie	Client, The (1994)	drama;mystery;thriller
1299	movie	One Flew Over the Cuckoo's Nest (1975)	drama
1300	movie	Spawn (1997)	action;adventure;sci-fi;thriller
1301	movie	Assignment, The (1997)	thriller
1302	movie	Wonderland (1997)	documentary
1303	movie	Incognito (1997)	crime;thriller
1304	movie	Blues Brothers 2000 (1998)	action;comedy;musical
1305	movie	Sudden Death (1995)	action
1306	movie	Ace Ventura: When Nature Calls (1995)	comedy
1307	movie	Powder (1995)	drama
1308	movie	Dangerous Minds (1995)	drama
1309	movie	Clueless (1995)	comedy
1310	movie	Bio-Dome (1996)	comedy
1311	movie	Black Sheep (1996)	comedy
1312	movie	Mary Reilly (1996)	drama;thriller
1313	movie	Bridges of Madison County, The (1995)	drama;romance
1314	movie	Jeffrey (1995)	comedy
1315	movie	Judge Dredd (1995)	action;adventure;sci-fi
1316	movie	Mighty Morphin Power Rangers: The Movie (1995)	action;children's
1317	movie	Showgirls (1995)	drama
1318	movie	Houseguest (1994)	comedy
1319	movie	Heavyweights (1994)	children's;comedy
1320	movie	Miracle on 34th Street (1994)	drama
1321	movie	Tales From the Crypt Presents: Demon Knight (1995)	horror
1322	movie	Star Trek: Generations (1994)	action;adventure;sci-fi
1323	movie	Muriel's Wedding (1994)	comedy;romance
1324	movie	Adventures of Priscilla, Queen of the Desert, The (1994)	comedy;drama
1325	movie	Flintstones, The (1994)	children's;comedy
1326	movie	Naked Gun 33 1/3: The Final Insult (1994)	comedy
1327	movie	True Lies (1994)	action;adventure;comedy;romance
1328	movie	Addams Family Values (1993)	comedy
1329	movie	Age of Innocence, The (1993)	drama
1330	movie	Beverly Hills Cop III (1994)	action;comedy
1331	movie	Black Beauty (1994)	adventure;children's
1332	movie	Fear of a Black Hat (1993)	comedy
1333	movie	Last Action Hero (1993)	action;comedy
1334	movie	Man Without a Face, The (1993)	drama
1335	movie	Mrs. Doubtfire (1993)	comedy
1336	movie	Radioland Murders (1994)	comedy;mystery;romance
1337	movie	Robin Hood: Men in Tights (1993)	comedy
1338	movie	Serial Mom (1994)	comedy;crime;horror
1339	movie	Striking Distance (1993)	action
1340	movie	Super Mario Bros. (1993)	action;adventure;children's;sci-fi
1341	movie	Three Musketeers, The (1993)	action;adventure;comedy
1342	movie	Little Rascals, The (1994)	children's;comedy
1343	movie	Brady Bunch Movie, The (1995)	comedy
1344	movie	Ghost (1990)	comedy;romance;thriller
1345	movie	Batman (1989)	action;adventure;crime;drama
1346	movie	Pinocchio (1940)	animation;children's
1347	movie	Mission: Impossible (1996)	action;adventure;mystery
1348	movie	Thinner (1996)	horror;thriller
1349	movie	Spy Hard (1996)	comedy
1350	movie	Close Shave, A (1995)	animation;comedy;thriller
1351	movie	Jack (1996)	comedy;drama
1352	movie	Kingpin (1996)	comedy
1353	movie	Nutty Professor, The (1996)	comedy;fantasy;romance;sci-fi
1354	movie	Very Brady Sequel, A (1996)	comedy
1355	movie	Tales from the Crypt Presents: Bordello of Blood (1996)	horror
1356	movie	My Favorite Year (1982)	comedy
1357	movie	Apple Dumpling Gang, The (1975)	children's;comedy;western
1358	movie	Old Yeller (1957)	children's;drama
1359	movie	Parent Trap, The (1961)	children's;drama
1360	movie	Cinderella (1950)	animation;children's;musical
1361	movie	Mary Poppins (1964)	children's;comedy;musical
1362	movie	Alice in Wonderland (1951)	animation;children's;musical
1363	movie	William Shakespeare's Romeo and Juliet (1996)	drama;romance
1364	movie	Aladdin and the King of Thieves (1996)	animation;children's;comedy
1365	movie	E.T. the Extra-Terrestrial (1982)	children's;drama;fantasy;sci-fi
1366	movie	Children of the Corn: The Gathering (1996)	horror
1367	movie	Bob Roberts (1992)	comedy
1368	movie	Transformers: The Movie, The (1986)	action;animation;children's;sci-fi;thriller;war
1369	movie	To Kill a Mockingbird (1962)	drama
1370	movie	Harold and Maude (1971)	comedy
1371	movie	Day the Earth Stood Still, The (1951)	drama;sci-fi
1372	movie	Duck Soup (1933)	comedy;war
1373	movie	Highlander (1986)	action;adventure
1374	movie	Fantasia (1940)	animation;children's;musical
1375	movie	Heathers (1989)	comedy
1376	movie	Forbidden Planet (1956)	sci-fi
1377	movie	Butch Cassidy and the Sundance Kid (1969)	action;comedy;western
1378	movie	American Werewolf in London, An (1981)	horror
1379	movie	Amityville 1992: It's About Time (1992)	horror
1380	movie	Amityville 3-D (1983)	horror
1381	movie	Amityville: A New Generation (1993)	horror
1382	movie	Amityville II: The Possession (1982)	horror
1383	movie	Amityville Horror, The (1979)	horror
1384	movie	Amityville Curse, The (1990)	horror
1385	movie	Birds, The (1963)	horror
1386	movie	Blob, The (1958)	horror;sci-fi
1387	movie	Body Snatcher, The (1945)	horror
1388	movie	Burnt Offerings (1976)	horror
1389	movie	Carrie (1976)	horror
1390	movie	Omen, The (1976)	horror
1391	movie	Star Trek: The Motion Picture (1979)	action;adventure;sci-fi
1392	movie	Star Trek V: The Final Frontier (1989)	action;adventure;sci-fi
1393	movie	Grease (1978)	comedy;musical;romance
1394	movie	Jaws 2 (1978)	action;horror
1395	movie	Jaws 3-D (1983)	action;horror
1396	movie	Bastard Out of Carolina (1996)	drama
1397	movie	Jackie Chan's First Strike (1996)	action
1398	movie	Beverly Hills Ninja (1997)	action;comedy
1399	movie	Free Willy 3: The Rescue (1997)	adventure;children's;drama
1400	movie	Nixon (1995)	drama
1401	movie	Cry, the Beloved Country (1995)	drama
1402	movie	Crossing Guard, The (1995)	drama
1403	movie	Smoke (1995)	drama
1404	movie	Like Water For Chocolate (Como agua para chocolate) (1992)	drama;romance
1405	movie	Secret of Roan Inish, The (1994)	adventure
1406	movie	Vanya on 42nd Street (1994)	drama
1407	movie	Jungle Book, The (1994)	adventure;children's;romance
1408	movie	Red Rock West (1992)	thriller
1409	movie	Bronx Tale, A (1993)	drama
1410	movie	Rudy (1993)	drama
1411	movie	Short Cuts (1993)	drama
1412	movie	Tombstone (1993)	western
1413	movie	Courage Under Fire (1996)	drama;war
1414	movie	Dragonheart (1996)	action;adventure;fantasy
1415	movie	James and the Giant Peach (1996)	animation;children's;musical
1416	movie	Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb (1963)	sci-fi;war
1417	movie	Trainspotting (1996)	drama
1418	movie	First Wives Club, The (1996)	comedy
1419	movie	Matilda (1996)	children's;comedy
1420	movie	Philadelphia Story, The (1940)	comedy;romance
1421	movie	Vertigo (1958)	mystery;thriller
1422	movie	North by Northwest (1959)	comedy;thriller
1423	movie	Apartment, The (1960)	comedy;drama
1424	movie	Some Like It Hot (1959)	comedy;crime
1425	movie	Casablanca (1942)	drama;romance;war
1426	movie	Maltese Falcon, The (1941)	film-noir;mystery
1427	movie	My Fair Lady (1964)	musical;romance
1428	movie	Sabrina (1954)	comedy;romance
1429	movie	Roman Holiday (1953)	comedy;romance
1430	movie	Sunset Blvd. (1950)	film-noir
1431	movie	Notorious (1946)	film-noir;romance;thriller
1432	movie	To Catch a Thief (1955)	comedy;romance;thriller
1433	movie	Adventures of Robin Hood, The (1938)	action;adventure
1434	movie	East of Eden (1955)	drama
1435	movie	Thin Man, The (1934)	mystery
1436	movie	His Girl Friday (1940)	comedy
1437	movie	Around the World in 80 Days (1956)	adventure;comedy
1438	movie	It's a Wonderful Life (1946)	drama
1439	movie	Bringing Up Baby (1938)	comedy
1440	movie	African Queen, The (1951)	action;adventure;romance;war
1441	movie	Cat on a Hot Tin Roof (1958)	drama
1442	movie	Fly Away Home (1996)	adventure;children's
1443	movie	Dumbo (1941)	animation;children's;musical
1444	movie	Bananas (1971)	comedy;war
1445	movie	Candidate, The (1972)	drama
1446	movie	Bonnie and Clyde (1967)	crime;drama
1447	movie	Dial M for Murder (1954)	mystery;thriller
1448	movie	Rebel Without a Cause (1955)	drama
1449	movie	Streetcar Named Desire, A (1951)	drama
1450	movie	People vs. Larry Flynt, The (1996)	drama
1451	movie	My Left Foot (1989)	drama
1452	movie	Magnificent Seven, The (1954)	action;drama;western
1453	movie	Lawrence of Arabia (1962)	adventure;war
1454	movie	Wings of Desire (1987)	comedy;drama;romance
1455	movie	Third Man, The (1949)	mystery;thriller
1456	movie	Annie Hall (1977)	comedy;romance
1457	movie	Boot, Das (1981)	action;drama;war
1458	movie	Local Hero (1983)	comedy
1459	movie	Manhattan (1979)	comedy;drama;romance
1460	movie	Miller's Crossing (1990)	drama
1461	movie	Treasure of the Sierra Madre, The (1948)	adventure
1462	movie	Great Escape, The (1963)	adventure;war
1463	movie	Deer Hunter, The (1978)	drama;war
1464	movie	Down by Law (1986)	comedy;drama
1465	movie	Cool Hand Luke (1967)	comedy;drama
1466	movie	Great Dictator, The (1940)	comedy
1467	movie	Big Sleep, The (1946)	film-noir;mystery
1468	movie	Ben-Hur (1959)	action;adventure;drama
1469	movie	Gandhi (1982)	drama
1470	movie	Killing Fields, The (1984)	drama;war
1471	movie	My Life as a Dog (Mitt liv som hund) (1985)	drama
1472	movie	Man Who Would Be King, The (1975)	adventure
1473	movie	Shine (1996)	drama;romance
1474	movie	Kama Sutra: A Tale of Love (1996)	romance
